"Plot Title: HOBOM_Flume4_100624"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 1058712, SEN S/N: 1058712)","Host Connected (LGR S/N: 1058712)","Coupler Attached (LGR S/N: 1058712)","Stopped (LGR S/N: 1058712)","End Of File (LGR S/N: 1058712)"
1,06/18/24 01:30:00  PM,25.125,,,,
2,06/18/24 01:35:00  PM,25.125,,,,
3,06/18/24 01:40:00  PM,25.028,,,,
4,06/18/24 01:45:00  PM,25.028,,,,
5,06/18/24 01:50:00  PM,25.028,,,,
6,06/18/24 01:55:00  PM,25.028,,,,
7,06/18/24 02:00:00  PM,24.931,,,,
8,06/18/24 02:05:00  PM,24.931,,,,
9,06/18/24 02:10:00  PM,24.931,,,,
10,06/18/24 02:15:00  PM,24.931,,,,
11,06/18/24 02:20:00  PM,24.931,,,,
12,06/18/24 02:25:00  PM,24.931,,,,
13,06/18/24 02:30:00  PM,24.931,,,,
14,06/18/24 02:35:00  PM,24.931,,,,
15,06/18/24 02:40:00  PM,24.931,,,,
16,06/18/24 02:45:00  PM,24.835,,,,
17,06/18/24 02:50:00  PM,24.835,,,,
18,06/18/24 02:55:00  PM,24.835,,,,
19,06/18/24 03:00:00  PM,24.835,,,,
20,06/18/24 03:05:00  PM,24.835,,,,
21,06/18/24 03:10:00  PM,24.835,,,,
22,06/18/24 03:15:00  PM,24.835,,,,
23,06/18/24 03:20:00  PM,24.931,,,,
24,06/18/24 03:25:00  PM,25.028,,,,
25,06/18/24 03:30:00  PM,25.125,,,,
26,06/18/24 03:35:00  PM,25.125,,,,
27,06/18/24 03:40:00  PM,25.125,,,,
28,06/18/24 03:45:00  PM,25.125,,,,
29,06/18/24 03:50:00  PM,25.125,,,,
30,06/18/24 03:55:00  PM,25.125,,,,
31,06/18/24 04:00:00  PM,25.125,,,,
32,06/18/24 04:05:00  PM,25.028,,,,
33,06/18/24 04:10:00  PM,25.028,,,,
34,06/18/24 04:15:00  PM,25.028,,,,
35,06/18/24 04:20:00  PM,24.931,,,,
36,06/18/24 04:25:00  PM,24.931,,,,
37,06/18/24 04:30:00  PM,24.931,,,,
38,06/18/24 04:35:00  PM,24.931,,,,
39,06/18/24 04:40:00  PM,24.931,,,,
40,06/18/24 04:45:00  PM,24.931,,,,
41,06/18/24 04:50:00  PM,24.931,,,,
42,06/18/24 04:55:00  PM,24.931,,,,
43,06/18/24 05:00:00  PM,24.931,,,,
44,06/18/24 05:05:00  PM,24.931,,,,
45,06/18/24 05:10:00  PM,24.931,,,,
46,06/18/24 05:15:00  PM,24.835,,,,
47,06/18/24 05:20:00  PM,24.835,,,,
48,06/18/24 05:25:00  PM,24.835,,,,
49,06/18/24 05:30:00  PM,24.835,,,,
50,06/18/24 05:35:00  PM,24.835,,,,
51,06/18/24 05:40:00  PM,24.835,,,,
52,06/18/24 05:45:00  PM,24.835,,,,
53,06/18/24 05:50:00  PM,24.835,,,,
54,06/18/24 05:55:00  PM,24.835,,,,
55,06/18/24 06:00:00  PM,24.835,,,,
56,06/18/24 06:05:00  PM,24.931,,,,
57,06/18/24 06:10:00  PM,24.931,,,,
58,06/18/24 06:15:00  PM,24.931,,,,
59,06/18/24 06:20:00  PM,24.931,,,,
60,06/18/24 06:25:00  PM,24.931,,,,
61,06/18/24 06:30:00  PM,25.028,,,,
62,06/18/24 06:35:00  PM,25.028,,,,
63,06/18/24 06:40:00  PM,25.125,,,,
64,06/18/24 06:45:00  PM,25.125,,,,
65,06/18/24 06:50:00  PM,25.125,,,,
66,06/18/24 06:55:00  PM,25.222,,,,
67,06/18/24 07:00:00  PM,25.222,,,,
68,06/18/24 07:05:00  PM,25.319,,,,
69,06/18/24 07:10:00  PM,25.319,,,,
70,06/18/24 07:15:00  PM,25.319,,,,
71,06/18/24 07:20:00  PM,25.416,,,,
72,06/18/24 07:25:00  PM,25.416,,,,
73,06/18/24 07:30:00  PM,25.416,,,,
74,06/18/24 07:35:00  PM,25.513,,,,
75,06/18/24 07:40:00  PM,25.513,,,,
76,06/18/24 07:45:00  PM,25.610,,,,
77,06/18/24 07:50:00  PM,25.610,,,,
78,06/18/24 07:55:00  PM,25.610,,,,
79,06/18/24 08:00:00  PM,25.708,,,,
80,06/18/24 08:05:00  PM,25.708,,,,
81,06/18/24 08:10:00  PM,25.610,,,,
82,06/18/24 08:15:00  PM,25.708,,,,
83,06/18/24 08:20:00  PM,25.708,,,,
84,06/18/24 08:25:00  PM,25.708,,,,
85,06/18/24 08:30:00  PM,25.708,,,,
86,06/18/24 08:35:00  PM,25.708,,,,
87,06/18/24 08:40:00  PM,25.708,,,,
88,06/18/24 08:45:00  PM,25.708,,,,
89,06/18/24 08:50:00  PM,25.708,,,,
90,06/18/24 08:55:00  PM,25.708,,,,
91,06/18/24 09:00:00  PM,25.708,,,,
92,06/18/24 09:05:00  PM,25.610,,,,
93,06/18/24 09:10:00  PM,25.610,,,,
94,06/18/24 09:15:00  PM,25.610,,,,
95,06/18/24 09:20:00  PM,25.610,,,,
96,06/18/24 09:25:00  PM,25.610,,,,
97,06/18/24 09:30:00  PM,25.513,,,,
98,06/18/24 09:35:00  PM,25.513,,,,
99,06/18/24 09:40:00  PM,25.513,,,,
100,06/18/24 09:45:00  PM,25.513,,,,
101,06/18/24 09:50:00  PM,25.513,,,,
102,06/18/24 09:55:00  PM,25.416,,,,
103,06/18/24 10:00:00  PM,25.416,,,,
104,06/18/24 10:05:00  PM,25.416,,,,
105,06/18/24 10:10:00  PM,25.416,,,,
106,06/18/24 10:15:00  PM,25.319,,,,
107,06/18/24 10:20:00  PM,25.319,,,,
108,06/18/24 10:25:00  PM,25.319,,,,
109,06/18/24 10:30:00  PM,25.319,,,,
110,06/18/24 10:35:00  PM,25.319,,,,
111,06/18/24 10:40:00  PM,25.319,,,,
112,06/18/24 10:45:00  PM,25.319,,,,
113,06/18/24 10:50:00  PM,25.319,,,,
114,06/18/24 10:55:00  PM,25.319,,,,
115,06/18/24 11:00:00  PM,25.319,,,,
116,06/18/24 11:05:00  PM,25.319,,,,
117,06/18/24 11:10:00  PM,25.319,,,,
118,06/18/24 11:15:00  PM,25.319,,,,
119,06/18/24 11:20:00  PM,25.319,,,,
120,06/18/24 11:25:00  PM,25.319,,,,
121,06/18/24 11:30:00  PM,25.416,,,,
122,06/18/24 11:35:00  PM,25.416,,,,
123,06/18/24 11:40:00  PM,25.416,,,,
124,06/18/24 11:45:00  PM,25.416,,,,
125,06/18/24 11:50:00  PM,25.513,,,,
126,06/18/24 11:55:00  PM,25.513,,,,
127,06/19/24 12:00:00  AM,25.513,,,,
128,06/19/24 12:05:00  AM,25.513,,,,
129,06/19/24 12:10:00  AM,25.513,,,,
130,06/19/24 12:15:00  AM,25.610,,,,
131,06/19/24 12:20:00  AM,25.610,,,,
132,06/19/24 12:25:00  AM,25.610,,,,
133,06/19/24 12:30:00  AM,25.610,,,,
134,06/19/24 12:35:00  AM,25.610,,,,
135,06/19/24 12:40:00  AM,25.610,,,,
136,06/19/24 12:45:00  AM,25.610,,,,
137,06/19/24 12:50:00  AM,25.513,,,,
138,06/19/24 12:55:00  AM,25.513,,,,
139,06/19/24 01:00:00  AM,25.513,,,,
140,06/19/24 01:05:00  AM,25.513,,,,
141,06/19/24 01:10:00  AM,25.513,,,,
142,06/19/24 01:15:00  AM,25.513,,,,
143,06/19/24 01:20:00  AM,25.513,,,,
144,06/19/24 01:25:00  AM,25.513,,,,
145,06/19/24 01:30:00  AM,25.416,,,,
146,06/19/24 01:35:00  AM,25.416,,,,
147,06/19/24 01:40:00  AM,25.416,,,,
148,06/19/24 01:45:00  AM,25.416,,,,
149,06/19/24 01:50:00  AM,25.319,,,,
150,06/19/24 01:55:00  AM,25.319,,,,
151,06/19/24 02:00:00  AM,25.319,,,,
152,06/19/24 02:05:00  AM,25.319,,,,
